Course Name,Grading,Department,Teaching Strategies,Syllabus Progress,Course Description
隨機過程,"其他 others:Labs	15
作業 Assignments	20
期中考 Midterm Exam	30
期末考 Term exam	35",工資系Industrial and Information Management,"講授 Lecture	75
討論 Discussion	15
實作 Workshop	10","1	Introduction to stochastic models and to the course
2	Review of Probability and Statistics
3	Discrete Time Markov Chains (DTMC) including: What is a DTMC?
4	Finite-time probabilities
5	First passage probabilities
6	Classification of states
7	Calculating # of visits to each states
8	Long-run behavior
9	Arrival Processes and Midterm Review
10	MIDTERM EXAM
11	Continuous Time Markov Chains (CTMC) including: What is a CTMC?
12	Relationship to DTMC's
13	Finite-time behavior & Long-run behavior
14	Queueing Systems including: Queueing intro and notation
15	Birth-death processes & Solving balance equations to determine long-run behavior
16	Calculating performance measures for Markovian queues & Approximating Non-Markovian queues & Queueing Networks (if we have time)
17	Final Review
18	FINAL EXAM","       This is an introductory course of stochastic process, a core operations research course at the undergraduate level. It serves as a keystone for the advanced study in management science and operations research. The focus of this course will be on the analytic aspects of stochastic processes/models and the computational approaches to solve these mathematical models. The stochastic modeling tools, which solve or analyze real-complex industrial problems will be stressed and formalized. This is a lecture-based course that emphasizes on the scientific and proven techniques for solving management science problems where stochastic elements are observed. Various handouts are distributed throughout this course. This is an introductory course of stochastic process, a core operations research course at the undergraduate level. It serves as a keystone for the advanced study in management science and operations research. The focus of this course will be on the analytic aspects of stochastic processes/models and the computational approaches to solve these mathematical models. The stochastic modeling tools, which solve or analyze real-complex industrial problems will be stressed and formalized. This is a lecture-based course that emphasizes on the scientific and proven techniques for solving management science problems where stochastic elements are observed. Various handouts are distributed throughout this course."
電子商務概論,"作業 Assignments	20
小組報告 Group Projects	35
期中考 Midterm Exam	17
期末考 Term exam	18
出席 Participation	10",工資系Industrial and Information Management,"講授 Lecture	60
報告 Presentation	25
個案研討 Case study	15","1	Overview of electronic commerce
2	E-commerce presence
3	E-commerce business models
4	E-commerce marketing and advertising
5	Group assignment and presentation #1
6	E-government;
E-learning and C2C
7	Social marketing;
Mobile marketing
8	Ethical issues in e-commerce
9	Midterm Exam
10	Online media
11	Online communities
12	Group assignment and presentation #2
13	Social commerce
14	E-commerce services
15	B2B e-commerce
16	Measurement and justification of e-commerce investment
17	Final Exam
18	Group assignment and presentation #3","       The objectives of the course are to introduce the critical concepts of electronic commerce from both managerial and technological perspectives, while with an emphasis on the use of corporate strategies of conducting business in the networked business environmentThe objectives of the course are to introduce the critical concepts of electronic commerce from both managerial and technological perspectives, while with an emphasis on the use of corporate strategies of conducting business in the networked business environment"
人因工程學,"期中考 Midterm Exam	35
其他 others:Lab	30
期末考 Term exam	35",工資系Industrial and Information Management,"講授 Lecture	75
實作 Workshop	25","1	Introduction and History
2	Musculoskeletal System
3	Muscular Strength and Nervous control of Movement
4	Anthropometry
5	Case Study I
6	Manual work and Energy Expenditure
7	Low Back
8	NIOSH Lifting Guideline
9	Case Study II
10	Midterm
11	Principles of Work Design
12	Cumulative Trauma Disorders – Risks and Evaluation Tools
13	Case Study III
14	Human Information Processing
15	Human Computer Interaction
16	Workplace Design – Illumination (optional)
17	Workplace Design - Noise and Heat Stress (optional)
18	Case Study IV (optional)","       This is a junior-level course offered for students pursuing a baccalaureate degree in industrial and information management. It exposes students to the fundamental of human factors & ergonomics (HFE), the science of studying the interactions between human and other elements of the system. The course can be further divided into three separate parts. At first, the knowledge of anatomy and physiology will be introduced, as well as the principles of physical ergonomics related to our daily activities. The following course will spend on the psychological part of ergonomics, a.k.a. cognitive ergonomics. The basic theories applied to human information processing, controls and displays, and mental workload will be presented. The rest of course will cover several applications of HFE in occupational health and safety, such as workplace design, prevention of worked-related musculoskeletal disorders.This is a junior-level course offered for students pursuing a baccalaureate degree in industrial and information management. It exposes students to the fundamental of human factors & ergonomics (HFE), the science of studying the interactions between human and other elements of the system. The course can be further divided into three separate parts. At first, the knowledge of anatomy and physiology will be introduced, as well as the principles of physical ergonomics related to our daily activities. The following course will spend on the psychological part of ergonomics, a.k.a. cognitive ergonomics. The basic theories applied to human information processing, controls and displays, and mental workload will be presented. The rest of course will cover several applications of HFE in occupational health and safety, such as workplace design, prevention of worked-related musculoskeletal disorders."
數值最佳化,"個人書面報告 Projects	40
平時測驗 Quizzes	50
出席 Participation	10",工資系Industrial and Information Management,講授 Lecture	100,"1	Introduction to Python
2	Introduction to Gurobi
3	Formulate Weber Problem, Support Vector Machine, Neural Network as Mathematical Programming Problems
4	Solve Weber Problem, Support Vector Machine, Neural Network by Guroibi
5	State and Implement Gradient Descent Method
6	State and Implement Newton's Method and Conjugate Gradient Method
7	State Quasi-Newton Methods(I)
8	Group Project Presentation
9	Group Project Presentation
10	State Quasi-Newton Methods(II)
11	Implement Quasi-Newton Methods
12	Optimality Conditions for Constrained Optimization
13	Duality for Constrained Optimization
14	Introduction to Interior point methods
15	Solving Linear programming by Interior point methods
16	Introduction to Semidefinite programming
17	Solve Semidefinite programming
18	Group Project Presentation",       .This course provides an introduction to various numerical methods for solving the optimization problems and covers how to implement them in Python.
工業與資訊管理專題（二）,"出席 Participation	100
出席 Participation	100",工資系Industrial and Information Management,實作 Workshop	100,"1	各組專題老師自行排定報告時間
2	各組專題老師自行排定報告時間
3	各組專題老師自行排定報告時間
4	各組專題老師自行排定報告時間
5	各組專題老師自行排定報告時間
6	各組專題老師自行排定報告時間
7	各組專題老師自行排定報告時間
8	各組專題老師自行排定報告時間
9	各組專題老師自行排定報告時間
10	各組專題老師自行排定報告時間
11	各組專題老師自行排定報告時間
12	各組專題老師自行排定報告時間
13	各組專題老師自行排定報告時間
14	各組專題老師自行排定報告時間
15	各組專題老師自行排定報告時間
16	各組專題老師自行排定報告時間
17	各組專題老師自行排定報告時間
18	各組專題老師自行排定報告時間","       本系學生之專業選修依課程規定分為三個課程「生產與作業管理」、「資訊科技」、「管理科學」，三個專業課程應修習工管與資訊管理專題(一)(二)，始符合畢業需求。The major electives of this department's students are divided into three courses, ""Production and Assignment Management"", ""Information Technology"", and ""Management Science"" according to the curriculum requirements. Began to meet graduation needs."
供應鏈系統,"作業 Assignments	20
期中考 Midterm Exam	25
期末考 Term exam	30
小組報告 Group Projects	25",工資系Industrial and Information Management,"講授 Lecture	70
報告 Presentation	15
討論 Discussion	15","1	Introduction and Business Model Innovation
2	Supply Processes and Process Performance
3	Designing and Managing Effective Supply Chains (Part I)
4	Designing and Managing Effective Supply Chains (Part II)
5	Designing and Managing Effective Supply Chains (Part III)
6	Designing and Managing Effective Supply Chains (Part IV)
7	First Group Report
8	The Newsvendor Model with Uncertain Demand
9	Midterm Exam
10	Assemble-to-Order, Make-to-Order, and Quick Response with Reactive Capacity
11	Service Levels and Lead Times in Supply Chains
12	Risk-Pooling Strategies (I)
13	Risk-Pooling Strategies (II)
14	Revenue Management with Capacity Controls
15	Supply Chain Coordination (Part I)
16	Supply Chain Coordination (Part II)
17	Supply Chain Coordination (Part III)
18	Final Exam","       This course aims to provide a foundation for understanding supply chain systems. It will cover topics on designing and managing supply chains, and methods on inventory, risk-pooling strategies, revenue management, and coordination.This course aims to provide a foundation for understanding supply chain systems. It will cover topics on designing and managing supply chains, and methods on inventory, risk-pooling strategies, revenue management, and coordination."
人工智慧導論,"作業 Assignments	30
期中考 Midterm Exam	30
個人書面報告 Projects	30
出席 Participation	10",工資系Industrial and Information Management,"講授 Lecture	70
討論 Discussion	20
報告 Presentation	10","1	environment setting
2	data type & operator introduction
3	if/else & loop
4	list/tuple introduction
5	dict/set introduction
6	function & try/except
7	class/objects
8	regular expression
9	module introduction– numpy
10	module introduction - pandas
11	module introduction - sklearn
12	module introduction– matplot & seaborn
13	Keras-CNN(mnist)","       Driven by advances in computer power, availability of large data, and learning algorithms, Artificial Intelligence (AI) has now achieves the impressive successes and become an important science in academia and industry as well. AI focuses on developing intelligent systems to help people to solve various complicated decision-making problems. This course will introduce the foundational concepts and underlying techniques of AI with an emphasize on developing AI applications intelligent using some  programming languages such as Java or Python.Driven by advances in computer power, availability of large data, and learning algorithms, Artificial Intelligence (AI) has now achieves the impressive successes and become an important science in academia and industry as well. AI focuses on developing intelligent systems to help people to solve various complicated decision-making problems. This course will introduce the foundational concepts and underlying techniques of AI with an emphasize on developing AI applications intelligent using some  programming languages such as Java or Python."
服務管理,"出席 Participation	10
作業 Assignments	30
小組報告 Group Projects	30
期末考 Term exam	30",工資系Industrial and Information Management,"講授 Lecture	70
報告 Presentation	10
個案研討 Case study	20","1	Introduction to Service Science and Service Management
2	The role of services in an economy
3	Service strategy
4	New service development
5	Technology in service, Service Quality
6	Supporting facility and process flows
7	Process improvement
8	The service encounter
9	Service facility location
10	Management capacity and demand
11	Managing waiting lines
12	Capacity planning and queueing model
13	Forecasting demand for services
14	Managing service inventory
15	Service supply relationship
16	Globalization of service
17	Group project presentations
18	Final exam","       This class focuses on operations management for service firms. It also emphasizes marketing, strategy, and information technology that are essential to bring good services to satisfied customers. The first part of lectures is to understand services. The second part of lectures is about quantitative methods to manage services, including forecasting demands, capacity planning, inventory management, service facility planning, queuing models, etc. During the third week of class, students are expected to form their teams for the following case study assignments and the group project.This class focuses on operations management for service firms. It also emphasizes marketing, strategy, and information technology that are essential to bring good services to satisfied customers. The first part of lectures is to understand services. The second part of lectures is about quantitative methods to manage services, including forecasting demands, capacity planning, inventory management, service facility planning, queuing models, etc. During the third week of class, students are expected to form their teams for the following case study assignments and the group project."
經濟學（二）,"期中考 Midterm Exam	28
期末考 Term exam	26
平時測驗 Quizzes	24
作業 Assignments	10
出席 Participation	8
其他 others:心得報告	4",工資系Industrial and Information Management,"講授 Lecture	80
實作 Workshop	10
影音欣賞 Video/music appreciation	10","1	總體經濟學介紹及導論　The Introduction to Macroeconomics　（Ch. 16)
2	外部性暨公共財 Externalities and Public Goods (Chs. 11 & 14)
3	國民所得的定義與計算 Measuring National Income (GDP/GNP)(Ch. 17)
4	經濟成長與生產力的計算 Measuring Economic Growth and productivity　(Chs. 17 & 19)
5	物價水準與通貨膨脹 Price Level and Inflation (Ch.18)
6	就業與失業結構　Monitoring Jobs and Unemployment (Chs. 20 & 24)
7	所得分配暨勞動市場 Income Distribution and Labor Market (Chs. 13 & 20)
8	經濟波動與景氣循環  Economic Fluctuations and Business Cycles (Ch. 24)
9	期中考 Mid-term Exam.
10	總供給與總需求 Aggregate Supply and Aggregate Demand (Ch. 27)
11	凱因斯模型: 總支出、均衡所得與乘數效果  The Keynesian Model: Aggregate Expenditure,Equilibrium Income and Multiplier Effect (Ch. 25)
12	認識貨幣 Money: Definition, Function and its Evolution (Ch. 22)
13	中央銀行暨貨幣政策與工具 Central Bank as well as Monetary Policy and Tools (Chs. 22 & 26)
14	金融體系、機構與金融市場 Financial System,Institutions, and Financial Market (Ch. 23)
15	利率、儲蓄與資本　Interest Rate, Saving and Capital (Ch. 21)
16	匯率與國際金融　The Exchange Rate and International Finance　(Ch. 28)
17	國際貿易與比較利益法則 International Trade and the Law of Comparative Advantage (Chs. 2 & 15)
18	期末考 Final Exam.","       This course examines the allocation of scarce resources and the economic reasoning used by people as consumers, producers, savers, investors, workers, voters, and as government agencies. Key elements include the study of scarcity, supply and demand, market structures, the role of government, national income determination, money and the role of financial institutions. This course examines the allocation of scarce resources and the economic reasoning used by people as consumers, producers, savers, investors, workers, voters, and as government agencies. Key elements include the study of scarcity, supply and demand, market structures, the role of government, national income determination, money and the role of financial institutions."
資訊管理概論,"平時測驗 Quizzes	15
期中考 Midterm Exam	20
期末考 Term exam	20
小組報告 Group Projects	35
出席 Participation	10",工資系Industrial and Information Management,"講授 Lecture	60
個案研討 Case study	20
報告 Presentation	20","1	Introduction to the course;
What is an information system (IS);
Foundations of IS and information technology (IT)
2	IS and business processes; 
Role of the IS in a business; 
Information quality and process improvement
3	Impact of IS on organizations; 
Corporate competitive strategies and IS; 
The business value chain models for strategic IS applications
4	IT infrastructure; 
Development of new hardware and software; 
Challenges of managing IT/IS
5	Group assignment and presentation I; 
Draft of the business and system development plan
6	Database processing; 
Database management system (DBMS); 
Data governance and quality assurance
7	IS security; 
IS control and risk management;
Tools for ensuring IS security
8	Case study
9	Midterm Exam
10		Enterprise systems	The role of customer relationship management systems (CRM), supply chain management systems (SCM), and other enterprise systems
11	Electronic commerce (e-commerce);
Digital market;
E-commerce and mobile commerce applications
12	Knowledge management systems (KMS);
Artificial intelligence (AI) and machine learning (ML);
KMS, AI, ML, and business value
13	Group assignment and presentation II;
Strategic information system planning
14	Decision support systems (DSS);
Business intelligence (BI)
15	IS implementation and organizational change;
Overview of system analysis and design;
System development life cycle (SDLC)	Other methods of system analysis and design
16	Justification of building IS;
Overview of IS project management (PM);
Risk management of IS projects
17	Final Exam
18	Group assignment and presentation IIIFinal group project delivery (code, documentation, and presentation slices)","       An information system is composed of people, organization, and technology elements. Information systems knowledge is essential for creating competitive firms, managing global corporations, adding business values, and providing useful products and services to customers.  The focus of this course is to investigate the question:  How to use and manage Information Technologies (IT) to revitalize business processes, conduct electronic commerce, improve business decision making and gain competitive advantages of an organization. With a digital firm perspective, this course includes the following:   
1.To understand the organizational foundations of systems, their strategic role, and the changes driving e-business and the emerging digital firm. 
2.To introduce several business cases in real-world problems.
3.To explore some strategic business applications for the digital firms. 
4.To learn how the process of building systems in organizations. 
5.To practice some state-of-the-art e-business software packages.

An information system is composed of people, organization, and technology elements. Information systems knowledge is essential for creating competitive firms, managing global corporations, adding business values, and providing useful products and services to customers.  The focus of this course is to investigate the question:  How to use and manage Information Technologies (IT) to revitalize business processes, conduct electronic commerce, improve business decision making and gain competitive advantages of an organization. With a digital firm perspective, this course includes the following:   
1.To understand the organizational foundations of systems, their strategic role, and the changes driving e-business and the emerging digital firm. 
2.To introduce several business cases in real-world problems.
3.To explore some strategic business applications for the digital firms. 
4.To learn how the process of building systems in organizations. 
5.To practice some state-of-the-art e-business software packages."
計算機程式及應用,"期中考 Midterm Exam	25
期末考 Term exam	25
作業 Assignments	25
平時測驗 Quizzes	15
出席 Participation	10",工資系Industrial and Information Management,"講授 Lecture	50
其他:homework others	30
其他:exams others	20",,"       This course aims to provide a foundation for understanding C++ and developing applications using C++. It will cover basic programming topics (e.g., control structures, functions, arrays, and pointers and strings), topics in object-based programming (e.g., classes and operator overloading), and topics in object-oriented programming (e.g., inheritance and polymorphism). It will also emphasize practices via homework assignments and lab sessions to enhance students’ programming skills.  This course aims to provide a foundation for understanding C++ and developing applications using C++. It will cover basic programming topics (e.g., control structures, functions, arrays, and pointers and strings), topics in object-based programming (e.g., classes and operator overloading), and topics in object-oriented programming (e.g., inheritance and polymorphism). It will also emphasize practices via homework assignments and lab sessions to enhance students’ programming skills."
服務學習（二）,"出席 Participation	100
出席 Participation	100",工資系Industrial and Information Management,實作 Workshop	100,"1	系館周遭環境清潔
2	系館周遭環境清潔
3	系館周遭環境清潔
4	系館周遭環境清潔
5	系館周遭環境清潔
6	系館周遭環境清潔
7	系館周遭環境清潔
8	系館周遭環境清潔
9	系館周遭環境清潔
10	系館周遭環境清潔
11	系館周遭環境清潔
12	系館周遭環境清潔
13	系館周遭環境清潔
14	系館周遭環境清潔
15	系館周遭環境清潔
16	系館周遭環境清潔
17	系館周遭環境清潔
18	系館周遭環境清潔","       以校內外具服務性內涵之工作為原則，亦得從事公共空間之清潔維護工作。Based on the principle of having service connotation inside and outside the school, we must also engage in cleaning and maintenance of public spaces."
微積分（二）,"平時測驗 Quizzes	30
期中考 Midterm Exam	40
期末考 Term exam	30",經濟系Economics,"講授 Lecture	75
討論 Discussion	25","1	Derivatives and Integrals of Trigonometric Functions
2	Sequence and Series
3	Series and Convergence
4	Power Series and Taylor’s Theorem
5	Taylor Polynomials
6	1st Midterm
7	Probability and Calculus
8	Discrete and Continuous Random Variables
9	Expected Value and Variance
10	1st Order Differential Equations
11	Functions of Several Variables
12	2nd Midterm
13	Partial Derivatives and Relative Extrema for Functions of Several Variables
14	Optimization Problem and Lagrange Multiplier Method
15	Double Integrals
16	Double Integral in Polar Coordinates and Jacobian
17	Applications of Double Integrals
18	Final Exam","       本課程以微積分(一)的 觀念為基礎，我們將討論在多維空間中函數的微分和積分。我們亦討論向量值函數和多變量的函數。Based on the previous course , we discuss both differential calculus and integral calculus in multidimensional real spaces. We consider vector-valued functions and functions of several variables."
管理數學,"出席 Participation	10
平時測驗 Quizzes	15
作業 Assignments	25
期中考 Midterm Exam	25
期末考 Term exam	25",工資系Industrial and Information Management,講授 Lecture	100,"1	Straight Lines and Linear Functions.
2	Systems Of Linear Equations and Matrice.
3	Linear Programming: a Geometric Approach.
4	Linear Programming: an Algebraic Approach.
5	Introduction to inverse, determinant and Cramer's rule
6	Sets And Counting.
7	Probability.
8	Probability Distributions and Statistics.
9	Markov Chains and the Theory of Games.
10	Mathematics of Finance.","       Managerial mathematics attempts to illustrate many useful quantitative techniques that are helpful for students in undergraduate training. The course could lay the foundation for more advanced courses such as statistics and operations research. Some abstract mathematical concept are introduced through examples. Course content include elementary differential equations, liner algebra, linear programming model, and probability models.Managerial mathematics attempts to illustrate many useful quantitative techniques that are helpful for students in undergraduate training. The course could lay the foundation for more advanced courses such as statistics and operations research. Some abstract mathematical concept are introduced through examples. Course content include elementary differential equations, liner algebra, linear programming model, and probability models."
統計學（二）,"作業 Assignments	20
期中考 Midterm Exam	40
期末考 Term exam	20
其他 others:Lab Participation	20",工資系Industrial and Information Management,"講授 Lecture	80
討論 Discussion	10
報告 Presentation	10","1	Review of probability
2	Review of probability
3	Review of hypothesis testing
4	Inferences about population variances
5	Independent and goodness-of-fit tests
6	Midterm Exam
7	Analysis of variance
8	Analysis of variance
9	Analysis of variance
10	Simple linear regression
11	Simple linear regression
12	Midterm Exam
13	Multiple regression
14	Multiple regression
15	Regression analysis
16	Regression analysis
17	Nonparametric methods (may not be covered in this semester)
18	Final Exam","       1. Fundamental concepts and applications of Statistics will be introduced in this class
2. Applications on Business will be enhanced. 1. Fundamental concepts and applications of Statistics will be introduced in this class
2. Applications on Business will be enhanced."
資料庫管理,"作業 Assignments	30
期中考 Midterm Exam	30
期末考 Term exam	25
個人書面報告 Projects	15",工資系Industrial and Information Management,"講授 Lecture	75
實作 Workshop	25","1	Introduction to databases
2	Introduction to databases
3	Entity-relationship modeling
4	Database analysis
5	Database analysis
6	Relational database design
7	Relational database design
8	Relational database design
9	Relational database design
10	Physical database design
11	Physical database design
12	Physical database design
13	Physical database design
14	Structure query language (SQL)
15	Structure query language (SQL)
16	Structure query language (SQL)
17	Adminstration
18	Adminstration","       This course will focus on how to design proper database schema and how to use database management system. The subjects will cover ER data model, SQL, database design, functional dependencies, normalization, query processing, transaction processing, concurrency control techniques, and distributed architectures. Each student will be asked to experience how to build a database application. This course will focus on how to design proper database schema and how to use database management system. The subjects will cover ER data model, SQL, database design, functional dependencies, normalization, query processing, transaction processing, concurrency control techniques, and distributed architectures. Each student will be asked to experience how to build a database application."
作業研究,,工資系Industrial and Information Management,,,	 ■ 同步遠距教學主播學校      課程之收播學校與系所      校內系所：工業與資訊管理學系
企業通訊網路,"期中考 Midterm Exam	50
期末考 Term exam	25
平時測驗 Quizzes	20
其他 others:wiring	5",工資系Industrial and Information Management,講授 Lecture	100,"1	Introduction Ch1
2	Ch2, Ch3
3	Ch5, Ch6
4	Ch7 ~ Ch8
5	Ch9 ~ Ch10 Review
6	Mid Exam 1
7	Ch12
8	Ch 13 ~ Ch14
9	Ch15 ~ Ch17
10	Ch 18
11	Ch 19 ~ Ch 20  Review
12	Mid Exam 2    Ch 21
13	Ch 22, Ch 23
14	Ch25
15	Ch 26, Ch 27
16	Ch 28
17	Ch 29 &  Review
18	Final Exam","       The course is designed for those students who are preparing to contribute themselves in constructing network and server management in the future. It covers the domain knowledge of networking protocols and basic network background. The server management course will be run in the next semester.

This course provides basic background of “How do computer networks and Internets works?” This course contents are suitable for those students who have a little or even no background in networking.The course is designed for those students who are preparing to contribute themselves in constructing network and server management in the future. It covers the domain knowledge of networking protocols and basic network background. The server management course will be run in the next semester.

This course provides basic background of “How do computer networks and Internets works?” This course contents are suitable for those students who have a little or even no background in networking."
線性代數,"平時測驗 Quizzes	15
期中考 Midterm Exam	25
期末考 Term exam	25
作業 Assignments	35",工資系Industrial and Information Management,講授 Lecture	100,"1	Introduction to vectors
2	Introduction to linear combination, length and dot product.
3	Solving linear equations I
4	Solving linear equations II
5	Introduction to vector spaces
6	Introduction to subspaces
7	Basis and dimension of a vector space I
8	Basis and dimension of a vector space II
9	Midterm exam
10	Projection a vector onto a space
11	Orthogonal bases and Gram-Schmidt process
12	Determinant of a matrix
13	Eigenvalues and eigenvectors of a matrix
14	Diagonalization of a matrix
15	A discussion on symmetric matrices
16	Positive definite matrix
17	Similar matrices and Jordan form
18	Final exam","       Linear algebra is a preliminary course to many advanced courses and research subjects. The topics include matrix operations, vector space, introduction to eigenvalues and vectors, and linear transformations. Linear algebra is a preliminary course to many advanced courses and research subjects. The topics include matrix operations, vector space, introduction to eigenvalues and vectors, and linear transformations."
行銷管理,"其他 others:Exam	42
其他 others:Individual project	18
小組報告 Group Projects	25
其他 others:Homework assignment	15",工資系Industrial and Information Management,"講授 Lecture	70
報告 Presentation	20
實作 Workshop	10","1	Introduction
2	Ch1 - An overview of Marketing Management
3	Ch1 - An overview of Marketing Management
4	Ch2 - Company and Marketing Strategy
5	Ch2 - Company and Marketing Strategy
6	Ch3/4 - Analyzing the marketing environment and gain customer insights
7	Time reserved for team brainstorming
8	Ch5 - Understanding consumer and business buyer behavior
9	Presentation I
10	Ch6 -Creating value for target customers
11	Ch8 - Developing new products and managing the product life cycle (optional)
12	Ch10 - Marketing channels
13	Ch12 - Engaging customers and communicating customer value
14	Ch14 - Direct, online, social media, and mobile marketing
15	Ch14 - Direct, online, social media, and mobile marketing
16	Presentation II - Term project
17	Ch16 - Sustainable marketing (optional)
18	Final exam","       This course is designed to be an introductory course in marketing management. To be covered 
are core concepts and tasks for marketing management that include developing marking 
strategies and plans, capturing marketing insights and performance, connecting with customers, 
building strong brands, shaping the market offerings, delivering value, and communicating 
value. This course is also designed to a required course for the third-year undergraduate students 
in the department of industrial & information (IIM), and hence will make use of certain 
quantitative methods and tools that the IIM students have learned in first-year and second-year 
studies, without going into details.This course is designed to be an introductory course in marketing management. To be covered 
are core concepts and tasks for marketing management that include developing marking 
strategies and plans, capturing marketing insights and performance, connecting with customers, 
building strong brands, shaping the market offerings, delivering value, and communicating 
value. This course is also designed to a required course for the third-year undergraduate students 
in the department of industrial & information (IIM), and hence will make use of certain 
quantitative methods and tools that the IIM students have learned in first-year and second-year 
studies, without going into details."
生產作業分析與改善,"期中考 Midterm Exam	20
期末考 Term exam	20
小組報告 Group Projects	30
作業 Assignments	10
出席 Participation	20",工資系Industrial and Information Management,"講授 Lecture	60
討論 Discussion	20
報告 Presentation	20","1	Introduction
2	Forecasting Techniques
3	Forecasting Techniques
4	Inventory theory and applications
5	Inventory theory and applications
6	Scheduling
7	Scheduling
8	Scheduling
9	Midterm Exam
10	Continuous Improvement Tools
11	Material Flow and Facilities Layout Improvement
12	Equipment Efficiency: Quality
13	Equipment Efficiency: Performance
14	Equipment Efficiency: Availability
15	Other Improvement Tools
16	Final Exam
17	Oral report
18	Oral report",       To provide the students an integrated concept on how to analyze and improve the operation systems. To provide the students an integrated concept on how to analyze and improve the operation systems.
模擬導論,"作業 Assignments	15
期中考 Midterm Exam	35
期末考 Term exam	40
其他 others:Labs	10",工資系Industrial and Information Management,"講授 Lecture	70
實作 Workshop	30","1	Introduction to system simulation
2	Simulation examples
3	Statistical models in simulation
4	Simulation with Arena
5	Simulation with Arena
6	Statistical models in simulation
7	Statistical models in simulation
8	Input modeling
9	Midterm exam
10	More Arena modeling
11	Advanced Input modeling
12	Advanced Input modeling
13	OA for terminating simulation
14	OA for terminating simulation
15	OA for steady-state simulation
16	Call center modeling
17	Comparison via simulation
18	Cumulative final exam","       Simulation is frequently employed for analyzing models of stochastic systems which are so complex that purely mathematical methods cannot be applied. Applications are drawn from manufacturing and service systems. The course prepares students to identify the situations when simulation is appropriate, to build simulation models for a real-world process or system, and to use simulation for predicting the effect of changes to existing systems. Simulation is frequently employed for analyzing models of stochastic systems which are so complex that purely mathematical methods cannot be applied. Applications are drawn from manufacturing and service systems. The course prepares students to identify the situations when simulation is appropriate, to build simulation models for a real-world process or system, and to use simulation for predicting the effect of changes to existing systems."
資訊自動化開發與應用,"期中考 Midterm Exam	50
小組報告 Group Projects	30
作業 Assignments	20",工資系Industrial and Information Management,"講授 Lecture	50
實作 Workshop	20
報告 Presentation	30","1	辦公室軟體簡介與課程說明
2	內建函數講解
3	內建函數講解
4	資料處理
5	資料處理
6	VBA簡介
7	巨集錄製與調整
8	判斷式
9	期中考
10	流程控制
11	流程控制
12	表單與ActiveX控制項
13	表單與ActiveX控制項
14	表單介面
15	表單介面
16	實務應用案例
17	報告
18	報告","       利用Excel內建函式與VBA達成辦公作業效率提升，減少人工作業與提升資料處理自動化程度。
課程除講授內建語法、巨集開發等內容外，會以解決學生提供之實務問題作為課堂教材，訓練學生使用Excel進行快速、大量之資料處理，達成學以致用之目的。 
This course uses the Excel application with macros and VBA syntax to automate daily routine tasks within worksheets. Thus, during this course you will build a foundation of working with Excel Macros and VBA. Some practical examples on production or sales are provided to illustrate the syntax functions and develop programming skills. The purpose of this course is to improve practical application skills of office automation, to enhance the workplace competitiveness, and to fully use existing software (Excel) to solve practical problems. In order to complete the projects detailed in this course, you will need Microsoft Excel loaded on your computer. Note that this course does not emphasize advanced programming skill but emphasizes practical application."
網頁程式開發,"出席 Participation	10
作業 Assignments	10
期中考 Midterm Exam	25
個人書面報告 Projects	25
期末考 Term exam	30",工資系Industrial and Information Management,"講授 Lecture	60
實作 Workshop	40","1	Course Introduction and HTML Basic
2	HTML Basic II
3	HTML Basic III
4	CSS I
5	CSS II
6	CSS III
7	Javascript I
8	Javascript II
9	Midterm Exam
10	Javascript III
11	jQuery
12	Bootstrap
13	Ajax I
14	Ajax II
15	Developing Example
16	Final Project Presentation
17	Final Project Presentation
18	Final Exam","       Web 已經成為用戶與整個Internet上的內容進行交互的重要界面。本課程將重點介紹學生可以用來開發網站的技術。從基本的html 結構開始，本課程將包括 apache 伺服器、javascript 和 AJAX 等。課堂練習和專案將鼓勵學生應用在課堂上學到的技術。Web has become an important interface for users to interact with the contents all over the Internet. This course will focus on techniques which students can utilize to develop websites. Stating with the basic html structure, this course will include the topic of apache server, javascript, and AJAX. In-class exercises and projects will be used for student to learn how to apply the techniques learned in the class."
機率論,"作業 Assignments	30
期中考 Midterm Exam	35
期末考 Term exam	35",工資系Industrial and Information Management,"講授 Lecture	80
討論 Discussion	20",,"       使學習者能了解排列及組合的差別，且可加以靈活運用。進而利用排列及組合的基本認知，了解各種分配的意義。在此一學期的課程中，將使學習者充分了解幾種特殊分配之間的關係，如離散分配中的伯努利分配，二項分配，幾何分配，負二項分配等的定義及他們的關係。課程中也讓學習者能了解連續分配中的一些分配，如指數分配，伽瑪分配的定義及關係，最後能了解到常態分配並知中央極限定理的意義與如何運用它。It enables learners to understand the difference between permutations and combinations, and can use them flexibly. Then use the basic cognition of permutation and combination to understand the meaning of various distributions. In this semester course, learners will fully understand the relationship between several special assignments, such as the definition of Bernoulli assignment, binomial assignment, geometric assignment, negative binomial assignment, etc. and their relationship. The course also allows learners to understand some of the allocations in continuous allocation, such as the definition of exponential allocation and gamma allocation and their relationships. Finally, they can understand the normal allocation and the meaning of the central limit theorem and how to use it."
